Abstract;Year
"The disclosure provides a search processing method and relates to the field of natural language processing. The method comprises the steps: acquiring a search statement; determining semantic relevancy between each of a plurality of documents stored in a knowledge base and the search statement; determining the surface text relevancy between each document and the search statement; determining an adjustment factor for each document based on the attribute information of each document; determining a comprehensive score of each document based on the semantic relevancy the surface text relevancy and the adjustment factor of the document; and moreover on the basis of the comprehensive scores of the plurality of documents selecting a predetermined number of documents from the plurality of documents as search results for the search statement. The disclosure further provides a search processing method and device computer equipment and a medium.";2020
The invention discloses a data processing method and device and electronic equipment and relates to the technical field of knowledge maps deep learning and big data. According to the specific implementation scheme during data retrieval hash calculation is performed on to-be-retrieved data according to the number of current fragments to determine a first fragment identifier corresponding to theto-be-retrieved data the first fragment identifier is searched for in the record and according to the search result the to-be-retrieved data is retrieved on a target fragment which is a first fragment corresponding to the first fragment identifier or a second fragment obtained by performing hash calculation on the to-be-retrieved data according to the number of initial fragments corresponding to a second fragment identifier. Compared with the prior art in which searching needs to be carried out in each fragment involved in the data the retrieval range is small although two times of hash calculation need to be carried out on the to-be-retrieved data computing resources occupied by the two times of hash calculation are few and therefore the retrieval efficiency of the data is improved to a certain degree.;2020
"The invention relates to an abnormal data flow online calibration system heurized by a brain-like hierarchical memory mechanism. The system comprises a missing data filling module (I) a dimension reduction module (II) a multi-dimensional counting Bloom filter module (III) a hierarchical memory library module (IV) an experience knowledge base module (V) and a calibrated data block module (VI).The I is used for filling up missing data in data blocks in a data stream batch processing link. The II is used for performing low-dimensional representation on the high-dimensional data in the data block. The III is used for judging whether the new data sample is abnormal . The IV is used for storing the historical data sample processed in the step II. The V is used for storing historical data samples which are processed by I but not processed by II. The III and theIV are matched with each other to be replaced and the IV and the V are matched with each other to be updated; and the VI is usedstoring the replaced and updated new data sample. According to the online calibration system under the condition that original data distribution is not changed outliers noise missing values and the self-adaptive concept drift phenomenon are corrected in real time.";2020
"The invention belongs to the field of grain storage and especially relates to a display method and device for warehousing information. Aiming at the problems that an existing method lacks a system intelligent decision module the knowledge base of the expert system only comes from national standards the difference with the actual situation is too large and the existing method only has effects on a specific granary and cannot be popularized and used the invention provides the following scheme: the display method of warehouse information comprises the following steps: S1 collecting environmental information of the warehouse granary collecting temperature humidity and pictures in the warehouse granary by using collection equipment and uploading the collected data to a computer processing system; and S2 collecting data information of the storage granary. The display method and device for warehousing information are reasonable in structure the display method has a systematic intelligent decision the difference between the display method and the actual situation is small different granaries can be displayed and ventilated blind ventilation is avoided resources are saved and the system can be used and popularized.";2020
"The invention discloses an artificial intelligence auditing quality control mode and system based on medical insurance disease type payment system ICD coding. The artificial intelligence auditing quality control mode comprises a data acquisition processing unit a knowledge base unit a rule base unit an early warning unit an artificial connotation quality control unit a cloud quality control unit an interaction unit and an analysis unit. The invention belongs to the technical field of medical insurance disease category payment and particularly relates to an ICD code artificial intelligence auditing quality control mode and system based on a medical insurance disease category payment system a big data mining technology is applied to form an ICD code related identification library from historical data and ICD code knowledge factors hidden in data resources and an association relationship thereof are obtained through extraction and conversion by applying a knowledge fusion technology; through a natural language processing technology a dynamic ICD coding table and a structured auditing logic discrimination database of each related knowledge base are established and the idea is that special medical record full quality control and other random spot check are dialectically combined; big data deep mining advanced artificial intelligence technology and coding experience are combined.";2021
"The embodiment of the invention provides an interactive intention knowledge network configuration method and system based on artificial intelligence wherein the method comprises the steps: obtaining a training sample set carrying out intention theme feature extraction of an interaction event verification flow sample and obtaining a sample interaction event feature of the interaction event verification flow sample; carrying out interactive intention path feature extraction on a mining information sample corresponding to the interaction event verification flow sample to obtain a sample interactive intention path feature of the mining information sample and calculating according to the target mining information and the mining information sample corresponding to the interaction event verification flow sample to obtain an intention topic difference; and calculating target difference according to the interactive intention path difference and the intention subject difference and adjusting parameters of the interactive intention knowledge network based on the target difference so as to generate diversified interactive intention representation mining information for the interactive event verification flow. The problem that in the prior art an interactive intention path of interactive intention representation mining information is single is effectively solved.";2021
"Systems computer program products and methods are described herein for implementing cognitive self-healing in knowledge based deep learning models. The present invention is configured to receive via the real-time resource transmission session one or more query strings from the user; transform the one or more query strings into one or more multi-dimensional query vectors; electronically retrieve one or more multi-dimensional resource vectors from a resource repository; determine a similarity index between the one or more multi-dimensional query vectors and one or more multi-dimensional resource vectors; determine a first multi-dimensional resource vector associated with at least one of the one or more multi-dimensional resource vectors; rasterize the first multi-dimensional resource vector into one or more grid of pixels to generate a first resource; and display via the real-time resource transmission session the first resource.</p>";2021
"The invention discloses a query information processing method and device based on artificial intelligence and belongs to the technical field of artificial intelligence information processing and the method comprises the following steps: S1 obtaining a query statement input by a user; S2 decomposing a query statement request of a user into a plurality of keywords for matching; S3 carrying out query matching on the keywords or synonyms of the keywords; and S4 according to a query matching result of the keyword or the synonym of the keyword determining at least one approximate query statement which is matched with the query statement and exists in a preset knowledge base. According to the query information processing method and device based on artificial intelligence information query is improved from a keyword-based level to a knowledge-based level by utilizing an artificial intelligence technology so that the method has certain understanding and processing capability on knowledge the query range is clarified and narrowed query of useless information is reduced and meanwhile the knowledge base is used as the background so that the information query is more intelligent.";2021
The invention discloses an equipment fault prediction method based on a self-learning convergence fault knowledge base and application thereof and aims to realize health evaluation of equipment partsand predict faults. Multi-dimensional state information of vibration displacement noise temperature current and the like of parts of the electromechanical equipment is recorded time domain and frequency domain characteristics of different health states (normal slight faults serious faults and the like) of the parts are extracted and a fault model base is established. The electromechanicalequipment fault sample set is trained based on the GABP neural network to obtain a mapping relationship between the state information of the key parts and the health states of the parts thereby achieving the functions of fault prediction and health management.;2021
"The invention discloses a heating control valve intelligent regulation and control system based on a convolution-self-coding neural network. The system comprises a data acquisition module a database module an intelligent decision module and an information control platform. The data acquisition module is used for acquiring the operation state data of a fluid flowing through a control valve in real time; the database module is used for receiving real-time state operation data and storing historical operation state data and a state recognition model is included in the intelligent decision module; the intelligent decision module is used for an expert knowledge base to select the most matched control decision scheme based on the recognition result of the current state of a heating system and uploads the control decision scheme to the information control platform; and the information control platform is used for displaying the current operation state and providing an intelligent decision result for the control staff for execution confirmation of the control decision so that the opening degree of a valve is intelligently remotely and accurately controlled in real time hysteresis is reduced and heating regulation balance is guaranteed.";2021
"The invention provides a multi-person cooperative visual data mining system. The multi-person cooperative visual data mining system comprises a front-end module and a rear-end module; the system also comprises a user authority management module a work space control module and a sharing mechanism control module and is used for enabling a plurality of users to cooperate through the work space enabling the users to share data with other cooperation partners in the work space in a one-key manner and enabling the users to share data modeling logic of the cooperation partners. Meanwhile the data and a prediction model can be persisted to an HDFS or data and modeling logic can be downloaded to a local file system. Nearly hundreds of data mining algorithms are built in the system and classic categories such as regression classification association rule analysis and deep learning are covered so that complete knowledge discovery and application processes of data exploration feature engineering model establishment model evaluation and model release are provided for users; the users can see through the commercial value contained in the data in a lightweight browser graphical interface by adopting a dragging operation mode without programming.";2021
"The invention discloses a method for constructing a knowledge graph based on criminal judicial documents and the method comprises the steps: carrying out the classification processing and summarization of various sentencing plots specified by legal specifications based on a server terminal building a structured semantic knowledge base forming a sentencing factor graph rule based on the sentencing factor graph rule automatically synchronizing data from a criminal judgment document network or manually adding document data to create a data set obtaining entity information through entity recognition information extraction knowledge fusion and knowledge storage constructing a knowledge graph collecting and learning and analyzing criminal judgment documents by adopting an artificial intelligence technical means continuously iterating and updating and perfecting the knowledge graph. According to the method sufficient legal basis is used as law support and the numerical accuracy is high; and different factors of criminal penalty amount are fully considered and the method can be suitable for different sentencing environments and can be continuously updated and perfected.";2021
"The invention discloses a numerical control machine tool fault monitoring and diagnosis system based on data mining. The system comprises a data management module a data interpretation module an intelligent fault diagnosis module a data mining module and a man-machine interaction module. The data management module supports real-time importing of current data and batch importing and exporting ofhistorical data; the data interpretation module performs preprocessing feature extraction and symptom extraction on the data; the intelligent fault diagnosis module is used for reasoning system-level faults by synthesizing the obtained symptoms and diagnosis knowledge; the data mining module autonomously mines an unknown fault mode alarm criterion and a diagnosis knowledge rule and updates an alarm criterion library and a diagnosis knowledge base; the man-machine interaction module realizes setting control of fault monitoring and diagnosis processes and real-time display of results; the system has the advantages that machine tool operation is fully utilized to naturally generate data deep modeling of a machine tool with a complex mechanism is not needed the knowledge bottleneck of a traditional expert system type diagnosis system is broken through the diagnosis process is automatic and diagnosis is rapid and accurate.";2021
The invention relates to the technical field of rehabilitation of artificial intelligence and Internet technology and discloses an autism spectrum disorder child rehabilitation nursing system based on artificial intelligence. The system comprises an intelligent safety monitoring terminal which is used for performing safety monitoring on rehabilitation training of a patient an intelligent accompanying terminal which is used for carrying out emotion accompanying and nursing guidance on the training items of the patient an intelligent rehabilitation training terminal which is used for performing rehabilitation training and evaluation on the patient and a cloud server which is used for providing a rehabilitation nursing knowledge base providing targeted schemes for differences of different patients and assisting the nursing process fed back by the terminal. The system is based on prior rehabilitation nursing knowledge of child autism spectrum disorder rehabilitation experts voice recognition intelligent dialogue and knowledge graph artificial intelligence technologies are combined and a patient and child rehabilitation nursing system integrating rehabilitation training guidance and emotion accompanying is built.;2021
Disclosed herein is a clinical decision support system for predicting a diagnosis of musculoskeletal pathologies in accordance with some embodiments. Accordingly the clinical decision support system may include a communication device a processing device and a storage device. Further the communication device may be configured for transmitting questions to a first device and receiving responses corresponding to the questions from the first device. Further the communication device may be configured for transmitting a prediction to a second device. Further the processing device may be communicatively coupled with the communication device. Further the processing device may be configured for analyzing the responses based on a knowledge repository and generating the prediction of a diagnosis of a musculoskeletal pathology using a machine learning model based on the analyzing. Further the storage device may be communicatively coupled with the processing device. Further the storage device may be configured for retrieving the knowledge repository.</p>;2021
"The invention discloses a livestock disease inquiry method. The method comprises the following steps that S1 a user inputs dialog content through a dialog box; S2 the background receives the dialogue content of the user analyzes the dialogue content of the user based on a natural language understanding technology and if the information in the dialogue content of the user is incomplete information supplementation is provided for the user through a dialogue box until the intention and symptom description information of the user are complete; the method for providing symptom supplementation for the user through the dialog box specifically comprises the steps of performing symptom expansion on symptom description of the user by calling a disease knowledge base generating a symptom list and confirming whether symptoms in the symptom list exist or not to the user until possible diseases of the livestock can be consulted according to the symptoms in the symptom list; and S3 possible diseases of the livestock are returned to the user through a dialog box.";2021
"The invention belongs to the technical field of artificial intelligence and particularly relates to an intelligent triage method based on knowledge graph reasoning. The method mainly comprises the steps of acquiring a description statement input by a user and generating a query statement; acquiring triage information based on a knowledge graph reasoning method according to the query statement. On the basis of map recognition reasoning medical record data is converted into a knowledge map through processing a database is constructed by utilizing the existing technology and a corresponding retrieval rule is set for triage so that the retrieval process is simple and effective. The method has the beneficial effects that the intelligent triage process is realized and meanwhile the accuracy of intelligent triage is improved.";2021
"The invention discloses a real-time auxiliary diagnosis and treatment method and system based on voice diagnosis and treatment data. The method specifically comprises the following steps: collecting voice diagnosis and treatment data through voice collection equipment; uploading the voice diagnosis and treatment data to a server system; after uploading transferring the voice diagnosis and treatment data into text data through an ASR engine; building a real-time auxiliary diagnosis and treatment system based on the text data; outputting diagnosis and treatment information and real-time voice diagnosis and treatment data through the real-time auxiliary diagnosis and treatment system; and performing loop iteration optimization on the real-time auxiliary diagnosis and treatment system by using the diagnosis and treatment information and the real-time voice diagnosis and treatment data. According to the application the knowledge base is constructed based on the voice data of different doctors in the actual diagnosis and treatment scene and the doctors are assisted in better diagnosis and treatment work.";2021
According to the present invention a policy determining database server has a central information processing unit and an artificial intelligence database server (CRE engine). The central information processing unit provides information by analyzing data a meaningful learner back-tracking database and a process-based learning material and evaluation database according to a learning goal of a learner. The meaningful learner back-tracking database provides education content education time and education period of the learner by back-tracking a symbolized meaningful learner group which has achieved a success by starting diagnosis and analysis of the same level as the learner according as the learner requests the learning goal by analyzing a weak type and a level of the learner through diagnosis and analysis of the learner provided in a cyber space. The process-based learning material and evaluation database symbolizes a diagnosis test and the education content provided to the learner with a level of difficulty discrimination and reliability constructed by the item response theory. The artificial intelligence database server (CRE engine) follows structuralism theory facilitating to arrive at the goal desired by the learner. According to the present invention a cutting-edge intelligent cyber learning enables anyone to use a desired customized knowledge education service freely at anytime and anywhere through learning which is generated automatically according to education information analysis of the cyber content server learner where a 1:1 customized content is symbolized to each learner according to the analysis of the education content of the learner. The cutting-edge intelligent cyber learning facilitates 1:1 customizing most appropriate for a smart phone capable of wireless internet access. COPYRIGHT KIPO 2016;2015
Embodiments of the present invention provide unique artificial intelligent information processing models for travel purchase and other use case applications. The application models covered include: the planning model summarization model initiation model and the execution model. The overall process is system accepts an input and parse it for intention or from its own analysis project user potential need looks for the root concept of representation enumerates related things for the concept resort to its knowledge base generic procedural model and decision engine with ML algorithm to generate a process/plan with detailed steps to fulfill the request needs and recommends related information or detail description based on the plan. It also includes an execution module which provides details to the user to fulfill the objectives.</p>;2017
"The invention provides an infant intelligent voice education method based on image analysis. The infant intelligent voice education method mainly comprises database training and intelligent education process. The database training comprises the steps of adopting infant cognitive education pictures to form a material library and combining the material library with a knowledge base to form a question and solution system. The intelligent education process comprises the steps of: performing voice recognition by utilizing a voice recognition method of a long-short-term memory model recurrent neural network when a question is input in the form of voice; adopting a VQA model adopting a guided back propagation technology and a blocking model to perform semantic analysis and image analysis; and querying knowledge information in the question and solution system acquiring an answer with the highest probability by means of a multi-layer perception classifier and returning the answer and finally outputting the answer in the form of voice and displaying the answer in the form of text. The infant intelligent voice education method can automatically analyze voice input to obtain user question information and carries out automatic reasoning to generate the question answer so as to conduct the intelligent voice education; the usage is convenient the operation is rapid and mechanical labor of parents and teachers is reduced; and the infant intelligent voice education method enhances the interestingness and improves learning efficiency of infants.";2017
The invention discloses an artificial-intelligence-based learning management system which comprises a knowledge reading unit a central control unit a network connection unit a knowledge analysis unit a textbook database a micro extractor and a display terminal. The text and picture information to be analyzed is acquired by means of the knowledge reading unit the analysis process is put in order according to learning information and understanding level of a user input by the user and knowledge points in a textbook are extracted thus the user can understand and memorize the knowledge points more easily during the learning process. The central control unit adopts an MTK6582 processor and is used for managing and controlling each unit of the learning management system. The network connection unit adopts a WIFI communication module is used for connecting the Internet and acquiring learning materials on the Internet and can perform knowledge acquisition on the knowledge reading unit and the knowledge analysis unit more smoothly.;2018
"The invention discloses an artificial intelligence student tutoring system and relates to the field of artificial intelligence. The system comprises a user a client an artificial intelligence server a knowledge base used for storing knowledge-type data information and a user base used for storing user data information. The artificial intelligence server is arranged between the client and theknowledge base a student's parent unit and a teacher unit are established in the artificial intelligence server and the student's parent unit provides an intelligent answering testing and materialdownloading platform for students; when there is no answer to a question in the knowledge base the system sends the question to a related subject teacher in a message mode and then the teacher helpsto answer the question and stores the answer in the knowledge base. By using the system the learning interest and learning efficiency of students are improved the contact between students teachersand parents is enhanced and parents can conveniently learn about the learning conditions of students.";2018
The invention discloses a visual multidimensional knowledge management and learning system. The visual multidimensional knowledge management and learning system comprises knowledge points a knowledgebase a learning system and capability evaluation maps. The knowledge base consists of the knowledge points dependency relationships exist among the knowledge points and the dependency relationships are represented by using trees or graphs. Dependency relationships further exist among the plurality of trees and graphs thus a multidimensional knowledge is formed and the dependency relationships are visual. Each knowledge point has corresponding multimedia learning content and real-time multimedia tutoring of a real person or artificial intelligence. In the learning system a learner specifies the target knowledge point the system automatically generates a series of evaluation test papers according to an exercise set of knowledge points that the knowledge point depends on obtains knowledge blind spots of the learner according to evaluation results begins to push related learning content and exercises orderly from the most basic knowledge blind spot according to the dependency relationships forms a closed loop of learning practicing evaluating and re-learning improves the learning efficiency in a targeted manner and replaces the repeated labor of the existing manual knowledge transmission by teachers.;2018
The invention discloses an artificial intelligence classroom teaching system and relates to the field of artificial intelligence. The artificial intelligence classroom teaching system comprises a user a client side serving as a platform for conducting information interaction between the user and the system an artificial intelligence server serving as equipment for providing intelligent servicea knowledge base for storing a large amount of knowledge-type data information and a user library for storing a large amount of user data information. The artificial intelligence server is arranged between the client side and the knowledge base and the user library is connected with the client side. The artificial intelligence server further comprises a student unit a teacher unit and a parentunit. According to the artificial intelligence classroom teaching system a platform for intelligent solving teacher teaching self-testing and data downloading is provided for students through the student unit a platform for learning progress learning and communicating with teachers is provided for parents through the parent unit the learning efficiency of the students is improved learning interest of the students is increased and the parents are helped to learn learning situations of the students.;2018
"The invention discloses a big data and artificial intelligence-based teaching effect evaluation method and a robot system. The method comprises the following steps of: searching and obtaining a teaching effect portrait of a to-be-queried teacher from a teaching effect portrait knowledge base; and obtaining values of all the evaluation units belonging to a to-be-queried evaluation unit from the teaching effect portrait of the to-be-queried teacher. According to the method and system teaching effects of teachers are evaluated through big data and artificial intelligence-based teaching effect portraits so that the teaching effects of the teachers are evaluated more really and objectively and then the objectivity and correctness of teaching portraits and teaching evaluation are greatly improved.";2018
"The invention belongs to the technical field of artificial intelligence and provides a teaching method based on the AR (augmented reality) technology a cloud service platform and a teaching systemwherein the method comprises the steps: transmitting structured knowledge contents to a physical robot and a user terminal based on a knowledge map; receiving image information and voice informationcollected by the physical robot of a real scene respectively performing facial expression recognition and voice emotion recognition of the image information and the voice information and acquiringfacial expression information and voice emotion information; performing the fusion calculation of the facial expression information and the voice emotion information to obtain real emotion informationof a user; adjusting the knowledge contents presented to the user in real time according to the real emotion information of the user thereby solving a technical problem of a poor teaching effect ofthe robot in the prior art.";2018
"The invention discloses an artificial intelligence expert system based on a knowledge management system and a construction method thereof. The method comprises the following steps: obtaining teachingmaterial information question and answer information and user behavior information through the knowledge management system; carrying out Data structuring processing on the teaching material information and constructing a knowledge graph according to the obtained structured data; Obtaining first association information according to questions and matched answers in the question and answer information and updating the first association information to the knowledge graph; According to the user behavior information and the structured data in the knowledge graph corresponding to the user behavior performing mining to obtain second associated information and updating the second associated information into the knowledge graph. Therefore online education content is directly used as a knowledge input source and the knowledge acquisition cost is reduced. And more implicit knowledge is further mined according to the knowledge class information and the behavior class information of online education so that the information breadth and the information depth of the knowledge graph are improved.";2019
"The invention belongs to the technical field of online educational condition analysis. The invention relates to a multi-dimensional informatics condition analysis method based on a knowledge network precision online education system. Based on knowledge network precision online education the service object multi-dimensional comprehensive learning evaluation and personalized teaching scheme recommendation are carried out according to service object learning traces and multi-dimensional learning situation information a reinforced learning plan is provided the personalized teaching scheme is expanded and the personalized learning improvement scheme is optimized. The future learning effect of the service object is predicted based on the full learning trace the learning effect and comprehensive evaluation so that the service object is enabled to master the curve of the learning effect change in advance and track own learning data at any time; a neural network algorithm is used to recommend personalized teaching schemes and the recommended personalized teaching schemes are targeted; according to comprehensive evaluation index clustering and dynamic identification teachers can arrange differentiated teaching measures according to different service object groups and the teaching concept of teaching according to materials is embodied.";2019
"According to the present invention a delivery and payment system of knowledge content performing delivery and payment of knowledge content that a user (40) wants in a knowledge sharing server platform (10) connected to a network environment (20) or a wireless environment (30) comprises: a platform manufacturing tool (11) which manufactures all knowledge content registered on the knowledge sharing server platform (10); a big data analyzing system (12) which comprehensively analyzes usage traces of the user (40) for the delivery and payment system of the knowledge content and provides the user (40) with feedback learning; a provider matching system (13) which matches a provider (60) and the user (40) online or offline for learning the knowledge content; a provider specifying system (14) which allows to learn the knowledge content by a provider (60) specification by the user (40); an artificial intelligence system (15) which provides the user (40) with preemptive feedback learning for predicted questions when learning the knowledge content; and an payment system (16) which uses cyber money when trading all tangible/intangible products distributed on the knowledge sharing server platform (10) in which the knowledge content that the user wants is delivered by a selection of the user (40) for one learning means among a plurality of learning means and a payment is processed between the user (40) and a headquarter (50) the headquarter (50) and the provider (60) or the user (40) the headquarter and the provider (60) by the payment system (16). The present invention has an effect that provides each user with predicted content by specifically analyzing a learning pattern of a user question types and content of questions or more through an artificial intelligence. COPYRIGHT KIPO 2019";2019
"The invention discloses an intelligent question and answer-based Chinese oral training method and system for foreigners. The method comprises the steps of collecting oral Chinese training question andanswer pairs from Chinese oral teaching materials for the foreigners the Internet and other data sources; generating a training question and answer pair by a machine by adopting a question generation algorithm; summarizing corpora and constructing a knowledge graph according to the corpora; receiving a natural language question input by a user performing vector expression on the question through neural network deep learning and performing semantic association with an expression vector of the knowledge graph; and selecting an appropriate answer through correlation analysis and outputting the answer. The Chinese oral training method and system for the foreigners realize the functions of intelligent dialogue knowledge base skill service and the like and can be used as an intelligent auxiliary tool for Chinese oral teaching for the foreigners.";2019
"The invention belongs to the technical field of artificial intelligence and discloses a real-time anti-cheating detection and early warning method for online education and the method comprises the following steps: S1 starting an anti-cheating system and setting parameters; S2 obtaining decoded real-time feature data and offline feature data; S3 establishing a knowledge base and a machine learning model; S4 carrying out comprehensive estimation and anomaly detection and acquiring and storing cheating data; S5 judging whether the cheating data exceeds a preset cheating data threshold value or not; S6 judging whether the number of the early warning reminding information of the current abnormal examinee terminal reaches a preset number threshold value or not; and S7 carrying out periodic analysis to obtain an analysis result. The problems that in the prior art manual processing is relied on the influence range and number of cheating cannot be directly given and immobilizationof an anti-cheating system cannot be achieved are solved.";2019
Disclosed are a method for organizing a knowledge system diagram of curriculum for an educational platform which is educational content that can be recommended for learning through a knowledge system diagram of curriculum in the field of education and an apparatus for providing the same. The present invention enables an integrated analysis of learning data and makes it possible to provide a recommendation of a customized learning roadmap and content by means of artificial intelligence technology. Accordingly the present invention can provide a customized artificial intelligence standard educational platform capable of an integrated analysis of existing content.;2019
"The invention discloses a campus safety internet of things perception platform which includes a self-service entry end a network communication terminal and a background server the self-service entry end is internally provided with a sensing platform the integrated sensing platform comprises an Internet of things device management module Communication protocol module virtual antenna sensing module application function module business linkage module virtual drill module knowledge base management module AI algorithm module big data display module and on-line patrol module are characterized in that: the self-service input terminal provides a user with a manual login platform and performs manual operation; The network communication end provides the communication of the self-serviceinput end and transmits the data to the background server end and the internet. By applying knowledge base artificial intelligence and software bus technology the invention improves the full self-detection level and the veracity of early warning of the campus safety internet of things and builds a highly sensitive situation sensing platform of the campus safety internet of things.";2019
"The invention belongs to the technical field of education products and discloses a learning incentive method and system and the method comprises the steps: building knowledge maps of knowledge points of all subjects; Setting and displaying a score reward of each knowledge point in the knowledge graph; Learning record information of the user is acquired; And according to the learning record information lightening an area corresponding to the knowledge point mastered by the user in a gray area of the knowledge graph and giving a corresponding point reward to the user. According to the invention the knowledge graph of each subject is constructed; setting a score reward for each knowledge point; when a user masters a certain knowledge point; a region corresponding to the knowledge point is lightened; According to the technical scheme the corresponding point reward is given to the user the mastery degree of the user to the knowledge point of a certain subject can be visually displayed the user can be stimulated to learn the knowledge point which is not mastered in a point reward mode to lighten the area and obtain the corresponding point reward and the learning fun and enthusiasm of the user are improved.";2019
"The present invention relates to an artificial intelligence learning diagnostic system using an ontology-based knowledge map which correctly extracts analysis and diagnosis results for learning activity based on evaluation result data of a student to provide the results to the student. According to the present invention the artificial intelligence learning diagnostic system comprises: a database unit storing questions explanation of the questions student profiles and learning results of the students; an information extraction and conversion unit; a question recommendation unit; a learning course recommendation module unit; a knowledge system unit connected to the question recommendation unit and the learning course recommendation module unit to use data transmitted from the question recommendation unit and the learning course recommendation module unit as unit knowledge to form a knowledge system map; and a terminal connected to at least one of the question recommendation unit the learning course recommendation module unit and the knowledge system unit to output the questions the knowledge system map or a learning course. COPYRIGHT KIPO 2021";2020
"The invention provides a self-adaptive education system based on artificial intelligence. According to the self-adaptive education system based on artificial intelligence a teacher application terminal a student application terminal an online knowledge management terminal and an education test terminal are arranged to carry out corresponding artificial intelligence association adjustment on theeducation system at a teacher level a student level a knowledge data level and a test practice level; therefore the self-adaptive education system can perform adaptive education data and/or education scene change according to different teacher objects and/or different student objects thereby improving education quality education efficiency and education intelligence level of the adaptive education system.";2020
"According to the present invention a system for transfer and payment of knowledge contents to perform the transfer and payment of the knowledge contents desired by a user (40) on a knowledge sharing server platform (10) connected to a network environment (20) or a wireless environment (30) includes: a platform production tool (11) for producing all knowledge contents registered in the knowledge sharing server platform (10); a big data analysis system (12) for comprehensively analyzing usage traces of the user (40) for the system for the transfer and payment of the knowledge contents and providing feedback learning to the user (40); a provider matching system (13) for matching a provider (50) with the user (40) online or offline for learning of the knowledge contents; a provider designation system (14) for allowing the learning of the knowledge contents by allowing the user (40) to designate the provider (60); an artificial intelligence system (15) for providing anticipative feedback learning to the user (40) for problems expected upon the learning of the knowledge contents; and a payment system (16) using cyber money when transacting all tangible and intangible products distributed in the knowledge sharing server platform (10) wherein the knowledge contents desired by the user are transferred as the user (40) selects one of a plurality of learning devices and the payment system (16) performs a payment process between the user (40) and a head office (50) between the head office (50) and the provider (60) or between the user (40) and the head office (50) and the provider (60). COPYRIGHT KIPO 2020";2020
