Abstract,Year
According to an embodiment of the present invention a system for providing a medical care benefit examination support service based on natural LANGuage processing comprises: an ontology configuring unit for configuring an indication ontology and a symptom ontology by processing medicine information data and disease information data with a natural LANGuage a knowledge base managing unit for mapping the indication ontology and the symptom ontology into an ICD code so as to store the indication ontology and the symptom ontology in a medicine knowledge base and a disease code recommending unit for recommending at least one disease code by referring to the medicine knowledge base when prescription information is input by an input operation of a doctor. COPYRIGHT KIPO 2019,2021
Disclosed herein is a clinical decision support system for predicting a diagnosis of musculoskeletal pathologies in accordance with some embodiments. Accordingly the clinical decision support system may include a communication device a processing device and a storage device. Further the communication device may be configured for transmitting questions to a first device and receiving responses corresponding to the questions from the first device. Further the communication device may be configured for transmitting a prediction to a second device. Further the processing device may be communicatively coupled with the communication device. Further the processing device may be configured for analyzing the responses based on a knowledge repository and generating the prediction of a diagnosis of a musculoskeletal pathology using a machine learning model based on the analyzing. Further the storage device may be communicatively coupled with the processing device. Further the storage device may be configured for retrieving the knowledge repository.</p>,2021
The invention provides a method a device and a system for rating the severity of an inspection result in intelligent follow-up visit. The method for rating the severity of a structured inspection result comprises the following steps: (1) carrying out concept mapping on an inspection entity of the inspection result and an inspection concept of an inspection knowledge graph matching the inspection indexes of the inspection results with the attribute value ranges corresponding to the severity attributes of the mapped inspection concepts to obtain the severity rating of the inspection results and (2) an unstructured inspection result severity rating method comprises the following steps: performing text similarity calculation on the unstructured inspection result and the inspection result in the inspection result rating knowledge base to obtain an inspection result severity rating. According to the method the pre-training model combined with the natural language processing technology can represent the non-structured examination result description. Besides for the concept of the structured inspection entity mapped to the inspection knowledge graph through the concept high-quality knowledge in the inspection knowledge graph can be effectively utilized and a more accurate result can be obtained.,2021
The invention relates to an intelligent prediction system and method for cerebral hemorrhage hematoma enlargement risks. The system mainly comprises a clinical information knowledge base module an anatomical mode graph module an image feature standardization description module a neural network unit and a report generation module. Preferably the system also comprises an image comparison interpretation module. According to the system and method of the invention a visual lesion dissection mode graph is designed so that dissection and lesion contrast are facilitated. A sign observed by a radiologist is presented by a simple standard and easy-to-master operation process. Lesions are described accurately and normatively. A lesion description result is compared with a preset data module a hematoma early stage expansion grade is output while the description result is output and a basis is provided for clinical treatment and intervention decision making.,2021
The invention belongs to the field of medical health and artificial intelligence and particularly relates to a personalized precise medical question answering system based on data and knowledge. The invention aims at solving the problems that in the prior art pertinence and real-time performance are not achieved the data utilization rate is low and user problems cannot be efficiently and accurately understood and a problem that real-time deep-level accurate medical question answering cannot be realized for individuals. The system comprises a personal health data module which obtains personal health data of a user a user question understanding module which sequentially carries out word syntactic and semantic analysis on user questions after preprocessing the user questions an efficient knowledge graph module which performs knowledge extraction knowledge fusion knowledge storage and knowledge calculation on the knowledge base to construct an efficient knowledge graph and an intelligent medical service module which performs user health data management and health monitoring through semantic matching and knowledge reasoning performs online hospital guide on problem information assists the decision making and generates response information. The method has the advantages of pertinence real-time performance high data utilization rate and high accuracy.,2021
The invention discloses a malicious URL detection method and a system. The method comprises the steps of splitting a URL to be detected into character strings according to a URL grammar and a semantic structure in the RFC1738 standard analyzing completing and modifying the character strings which are obtained by splitting aiming at a new URL formed by the processed character strings traversing and matching a URL knowledge base judging whether the new URL contains malicious features and belongs to a short URL according to rules and if the new URL belongs to the short URL restoring the short URL into a long URL finally extracting the features from the URL knowledge base applying a sorting algorithm training model through machine learning and predicting the malicious property of the URL. By applying the method and the system the flexibility and eversporting property of URL forms are solved a newly-emerging malicious website can be recognized the harm from the malicious URL can be effectively resisted and the safety performance of user information can be substantially improved.,2021
Systems and methods to leverage and manage data and knowledge in a M2M or Internet of Things (IoT) network are provided. More particularly a cognitive intelligence platform for an IoT network that provides autonomic decision support system at or near real-time and executes a dynamic runtime is provided. The hardware software and communication design of the platform replicates the structural and operational model of the human nervous system to achieve cognitive intelligence through adaptation collaborative learning knowledge sharing and self- adjustment. Further in one embodiment the cognitive intelligence platform has three logical processing layers of increasing complexity each of which has agents that use statistical and machine learning techniques and algorithms to resolve situational needs and update knowledge. Furthermore each processing layer of the platform has a basic level of intelligence and additionally the hierarchy of layers aggregates the learning and intelligence at each layer.,2019
The invention provides an artificial intelligent online consulting and answering service system comprising a network server an answering reply unit a consulting dialog box and a mobile client wherein the answering reply unit comprises a knowledge base unit an information identification unit a command output unit and an artificial service unit the information identification unit the commandoutput unit and the artificial service unit are separately electrically connected with the knowledge base unit the knowledge base unit comprises an identity authentication system a storage unit anda background processor after inputting information is firstly authenticated by the identity authentication system then transmitted to the background processor for processing and then transmitted to the storage unit the mobile client is connected with the answering reply unit via a network server and the consulting dialog box is connected with the command output unit and is displayed on a dialog interface of the mobile client. The system provided by the invention is convenient for a consultant to consult at any time and any where is professional and detailed in service content achievesonline consulting and problem answering and is good in effect practical and convenient.,2019
The invention discloses a method and system for detecting and locating network anomaly which relates to the fields of Internet security deep learning and neural network. The method comprises the following steps: firstly dividing the URL according to special characters secondly performing word vector encoding on the divided URL with word2vec putting word vectors into a convolution layer for automatic feature processing combining a convolution layer result with an attention layer which possesses a sequential attention mechanism and finally performing maximum pooling and full-connectionon an attention layer result to obtain a final anomaly detection result and at the same time using the output of the attention layer to locate the malicious code in the URL. The invention has an excellent detection effect not only is the detection rate high but also the malicious code fragment in the URL can be located and visualized thus effectively avoiding the drawbacks of the artificial feature engineering and the expert knowledge method.,2019
Systems and methods to leverage and manage data and knowledge in a M2M or Internet of Things (IoT) network are provided. More particularly a cognitive intelligence platform for an IoT network that provides autonomic decision support system at or near real time and executes a dynamic runtime is provided. The hardware software and communication design of the platform replicates the structural and operational model of the human nervous system to achieve cognitive intelligence through adaptation collaborative learning knowledge sharing and self adjustment. Further in one embodiment the cognitive intelligence platform has three logical processing layers of increasing complexity each of which has agents that use statistical and machine learning techniques and algorithms to resolve situational needs and update knowledge. Furthermore each processing layer of the platform has a basic level of intelligence and additionally the hierarchy of layers aggregates the learning and intelligence at each layer.,2021
The invention discloses an artificial intelligence calling system which comprises an incoming scene service system an outgoing scene service system a cloud calling NLP processing system a calling receiving system a cloud calling control center and an application safety system. The system has the following advantages: (1) when a call is called the intelligent telephone robot communicates witha user at the first time dialogue content is changed into a text and the intelligent telephone robot supported by big data and an industry knowledge map answers a user question according to the previous order condition of the user and a previous communication record (2) when the smart phone robot cannot solve the problem the problem is fed back to a manual customer service (3) the customer service staff knows the actual problem of the user according to the previous record and previous information is displayed to the customer service staff so that the customer service staff can adopt aneffective communication means (4) after communication is finished recording a machine learning system which automatically enters the intelligent call center and carrying out further system analysis And (5) feeding back the continuous tracking problem to the client at the first time in an intelligent outbound mode.,2021
Systems and methods of the present invention provide for one or more server computers communicatively coupled to a network and configured to: aggregate a plurality of knowledge base data comprising a plurality of tokens identify a plurality of available domain names based on a difference between the plurality of tokens within the knowledge base data eliminate from the plurality of available domain names at least one grammatically incorrect domain name rank the plurality of available domain names according to a machine learning algorithm and transmit the plurality of available domain names to a client computer communicatively coupled to the network.</p>,2021
The invention discloses a device knowledge-based internet-of-things gateway login detection method which comprises the following steps: when the IOT equipment accesses the gateway for the first timea machine learning method based on statistics and frequent pattern mining is used to construct a knowledge base for the equipment and the knowledge base of the equipment is saved to the gateway When the IOT equipment accesses the gateway again the user questions are based on the equipment knowledge base saved by the gateway. When the user answers correctly or satisfies a certain trust value the IOT equipment is permitted to connect to the gateway for communication. The method of the invention does not require the cloud server to participate in the device access authentication and the useridentity authentication when accessing the gateway and can prevent the traditional attack methods such as man-in-the-middle attack weak password explosion and the like.,2021
A method and system for facilitating anonymous and automated communication is disclosed. A method includes receiving a query request from a guest authenticating the guest receiving a query from the guest analyzing a knowledge base based on the query returning a response to the query based on analyzing the knowledge base in the event that the query can be answered from the knowledge base and facilitating anonymous communication between the guest and an answerer in the event that the query cannot be answered from the knowledge base.</p>,2015
A method for dynamically authenticating and granting access to a computing system may be provided. The method comprises receiving text data identifying a fact comprised in the text data storing the identified fact in a knowledge base relating to a user profile deriving at least one authentication question from the stored fact and conducting a textual authentication dialog The dialog comprises presenting the at least one authentication question receiving a response analyzing the response using natural language processing and determining based on the analysis whether the response comprises the stored fact from which the authentication question has been derived. Additionally the method comprises granting access to the computing system and presenting an enrichment question and receiving a related answer.</p>,2017
The invention relates to a power grid intranet security management and vulnerability automatic verification method and system. The method comprises the following steps: 1) reading threat information from a server 2) analyzing information based on a natural language processing NLTK library and performing information classification by using a CNN-based convolutional neural network 3) introducingan ID3 decision tree and a Boltzmann neural network algorithm quantitatively evaluating the security threat of the intelligence and early warning a high-risk event in advance 4) establishing a vulnerability management knowledge base based on power grid intranet security risk closed-loop management driven by intranet asset identification and extranet intelligence and 5) performing threat intelligence information sharing between the power grid intranet and the server. The problem of insecurity of the power grid intranet is solved.,2018
The invention provides a state monitoring method of security and protection system equipment. An identity authentication and authority control system is constructed or accessed in a unified manner anintelligent fault discovery diagnosis and influence analysis expert system an operation and maintenance management knowledge base service and a data analysis and chart report system are configuredunder a unified data management system by constructing an intelligent automatic analysis expert system and an operation and maintenance management knowledge base the automation level of operation and maintenance management is improved and it is further guaranteed that operation and maintenance management work is conducted in a standardized convenient and efficient mode.,2018
A method for dynamically authenticating and granting access to a computing system may be provided. The method comprises deriving at least one authentication question from at least one identified fact contained in a received text data. The at least one identified fact is stored in a knowledge base relating to a user profile. The method comprises conducting a textual authentication dialog. The textual authentication dialog comprises presenting the at least one authentication question and determining based on natural language processing that a received response comprises the at least one identified fact from which the at least one authentication question has been derived. The method comprises granting access to the computing system based on the textual authentication dialog.</p>,2018
The invention discloses a malicious encrypted traffic identification method and device. The method comprises the following steps: extracting an SSL certificate in encrypted traffic comprehensively utilizing an X509 standard function a preset certificate knowledge base a randomness detection neural network model and a PKI standard certificate verification system to identify the type of the SSL certificate and when the SSL certificate is a medium-risk certificate or a high-risk certificate determining that the encrypted traffic is malicious encrypted traffic so that the malicious encryptedtraffic is automatically identified and the identification efficiency of the malicious encrypted traffic is improved.,2018
An apparatus and method for cyber risk quantification calculated from the likelihood of a cyber-attack on the target enterprise and/or cyber ecosystem based on its security posture. The cyber-attack likelihood can be derived as a probability-based time-to-event (TTE) measure using survivor function analysis. The likelihood probability measure can also be passed to cyber risk frameworks to determine financial impacts of the cyber-attacks. Embodiments of the present invention also relate to an apparatus and method (1) to identify and validate application attack surfaces and protect web applications against business logic-based attacks sensitive data leakage and privilege escalation attacks and/or (2) that protects web applications against business logic-based attacks sensitive data leakage and privilege escalation attacks. This can include implementing an intelligent learning loop using artificial intelligence that creates an ontology-based knowledge base from application request and response sequences. Stochastic probabilistic measures are preferably applied to a knowledge base for predicting malicious user actions in real time.</p>,2019
The invention discloses a tax intelligent consultation method and system integrated with manual intervention belongs to the field of natural language processing and aims at solving the technical problem of how to relieve consultation pressure of tax personnel and bring convenience to taxpayers. The technical scheme adopted by the invention is as follows: the method specifically comprises the following steps: establishing a front-end application subsystem: deploying the front-end application subsystem in tax intelligent consultation equipment accessed to the Internet a knowledge base of taxintelligent consultation equipment is established through the cloud intelligent consultation subsystem an application exclusive account of the tax intelligent consultation equipment is established through the cloud audio and video call subsystem and is used by agent personnel and establishing a background agent: preparing computer equipment including a camera and a microphone for agent personnel and logging in an application exclusive account of the established cloud audio and video call subsystem through a browser to carry out intelligent consultation of tax issues. The system comprises afront-end application subsystem a cloud intelligent consultation subsystem and a cloud audio and video call subsystem.,2019
Methods and systems are disclosed for security management in an industrial control system (ICS). An event entity detection and linking module generates a model for a plurality of event entities extracted from a plurality of different data sources including one ICS data source and one IT data source. The model encodes a set of linked event entities and their relationships each event entity associated with a vector of attributevalue pairs. A data standardization of domain knowledge includes translating by a machine learning application extracted knowledge base information to rules for the constraints and using the rules to validate the constraints and to add new constraints. A fusion module performs temporal correlation detection across data streams of the different data sources for establishing causality between triplets of association models within a defined time span.,2019
The invention relates to an intelligent analysis platform design method based on a big data framework and relates to the technical field of network security. According to the intelligent analysis platform design method based on the big data framework security big data is collected security events are mined security threats are perceived early warning and prevention are carried out in advance by relying on a big data processing analysis architecture and combining an artificial intelligence enabled security analysis tool and intelligent analysis of a network security situation is realized and the intelligent safety protection level is improved. According to the intelligent analysis platform based on the big data framework the big data framework is adopted in the technical system security situation data such as network traffic user behaviors network boundaries service systems and host endpoints are gathered artificial intelligence technologies such as machine learning deep learning natural language processing and knowledge maps are adopted fusion analysis and deep mining of situation data are realized real-time perception of security threat events is realized the network security situation is visually presented and the continuous security guarantee capability in a network space is improved.,2019
According to a big data-based information security risk identification method and an artificial intelligence security system provided by the embodiment of the invention interception path cost information is obtained according to the interception operation relevancy between a target interception knowledge network feature and an interception service path feature therefore the influence value of the interception path feature of a linkage interception operation object on an interception portrait label of a target interception operation object can be determined according to an interception knowledge network of target security interception event big data and the interception path cost information is determined according to the influence value in this way a target interception portrait label feature obtained based on the interception path cost information and the interception path feature can promote learning of the interception knowledge network of the target security interception event big data so that security risk identification information corresponding to the target security interception event big data is obtained based on the target fusion feature and the accuracy of safety risk identification is improved.,2019
The invention provides a domain name service protection method based on the characteristics of a state grid information system. A domain name service characteristic library and a protection strategy knowledge base with the characteristics of the state grid information system are established in sequence. A deep learning method is used for carrying out machine learning on new features with the characteristics of the State Grid Information System supplementing the new features detecting the flow of an access system and analyzing whether the flow features conform to the characteristics of the State Grid Information System or not. And if not automatic defense is performed according to the protection strategy knowledge base. And if the feature is not found in the protection strategy knowledge base the processing mode is automatically recorded in cooperation with manual processing and then automatic processing is achieved. Compared with an existing domain name service protection methodthe method is emphatically based on guaranteeing safe and stable operation of the state grid information system meanwhile the processing efficiency is improved and the upgrading cost is saved.,2020
A method system and computer program product for topic recognition in a written conversation includes receiving by one or more processors a written conversation from a collaborative messaging system used by a user. The one or more processors perform a first search in the written conversation to find additional concepts associated with a topic stored in a knowledge base of the user. Each of the additional concepts includes a descriptor of the topic. In response to finding at least one additional concept associated with the topic in the written conversation the one or more processors tag the at least one additional concept to the topic such that the at least one additional concept is replaced by the topic in the knowledge base.</p>,2020
The utility model discloses a cloud technology-based artificial intelligence interactive video deployment system which comprises a 5G network and a router one side of the 5G network is in signal connection with the router one end of the 5G network is in signal connection with front-end presentation equipment and the other end of the 5G network is in signal connection with the front-end presentation equipment. The front-end presentation device comprises a first front-end presentation device a second front-end presentation device a third front-end presentation device and a fourth front-end presentation device a rear-end cloud server is arranged on one side of the router and the rear-end cloud server comprises a registration server a data management server a database and a business server. The first front-end presentation device the second front-end presentation device the third front-end presentation device and the fourth front-end presentation device are each internally provided with an audio collection recognition end and an audio and video playing end and the rear-end cloud server is internally provided with a verbal surgery logic control end and a knowledge base deployment end. And an interactive video deployment system can be well established.,2020
A continuous vulnerability management system for identifying analyzing protecting and reporting on digital assets is disclosed. The continuous vulnerability management system comprises a sandbox engine configured to scan digital assets for vulnerabilities including a static analysis unit for static code scanning a dynamic analysis unit for analyzing compiled code and a statistical analysis unit for processing a risk score and generating an audit report. A knowledge base is also disclosed including a knowledge base engine configured to acquire information related to new vulnerabilities to digital assets. A risk scoring engine is configured to analyze sandbox engine outcomes and assign a risk score to each vulnerable asset. A security control system is configured to act on an identified vulnerable asset based on the risk score assigned to the identified vulnerable asset.,2020
Methods and systems are disclosed for security management in an industrial control system (ICS). An event entity detection and linking module generates a model for a plurality of event entities extracted from a plurality of different data sources including one ICS data source and one IT data source. The model encodes a set of linked event entities and their relationships each event entity associated with a vector of attribute value pairs. A data standardization of domain knowledge includes translating by a machine learning application extracted knowledge base information to rules for the constraints and using the rules to validate the constraints and to add new constraints. A fusion module performs temporal correlation detection across data streams of the different data sources for establishing causality between triplets of association models within a defined time span.,2020
Methods and systems are disclosed for security management in an industrial control system (ICS). An event entity detection and linking module generates a model for a plurality of event entities extracted from a plurality of different data sources including one ICS data source and one IT data source. The model encodes a set of linked event entities and their relationships each event entity associated with a vector of attributevalue pairs. A data standardization of domain knowledge includes translating by a machine learning application extracted knowledge base information to rules for the constraints and using the rules to validate the constraints and to add new constraints. A fusion module performs temporal correlation detection across data streams of the different data sources for establishing causality between triplets of association models within a defined time span.</p>,2020
