Ilce,OdaSayisi, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5100000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,3,60,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Evet,1599000
Merkezefendi,4,125,Alt Kat,3,Merkezi,6,Uygun,Bilinmiyor,2,İkinci El,Bilinmiyor,2700000
Merkezefendi,3,100,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2200000
Merkezefendi,3,120,Alt Kat,2,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2000000
Merkezefendi,3,95,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,2,45,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Evet,1350000
Merkezefendi,3,115,Alt Kat,20,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1349000
Merkezefendi,3,90,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1699000
Merkezefendi,3,110,Alt Kat,2,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3600000
Merkezefendi,3,115,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3750000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3500000
Merkezefendi,4,150,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3750000
Merkezefendi,3,99,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Merkezefendi,2,50,Alt Kat,10,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1575000
Merkezefendi,2,50,Üst Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1299000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,2550000
Merkezefendi,4,140,Alt Kat,12,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3199000
Merkezefendi,5,210,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,10750000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3750000
Merkezefendi,3,115,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,135,Üst Kat,2,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3950000
Merkezefendi,4,160,Alt Kat,10,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2850000
Merkezefendi,4,145,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2595000
Merkezefendi,4,145,Orta Kat,35,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1950000
Merkezefendi,3,65,Alt Kat,25,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Evet,1350000
Merkezefendi,2,60,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1565000
Merkezefendi,2,65,Alt Kat,14,Merkezi,9,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000
Merkezefendi,3,120,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000
Merkezefendi,4,145,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4950000
Merkezefendi,3,95,Orta Kat,15,Kombi,8,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2200000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,2650000
Merkezefendi,3,100,Üst Kat,4,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3150000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,3,100,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000
Merkezefendi,5,212,Orta Kat,5,Yerden Isıtma,11,Uygun,Eşyalı Değil,3,İkinci El,Evet,7498000
Merkezefendi,4,165,Orta Kat,35,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,3000000
Merkezefendi,4,119,Alt Kat,30,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1685000
Merkezefendi,6,180,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5500000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4500000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000
Merkezefendi,4,140,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2900000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1800000
Merkezefendi,4,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000
Merkezefendi,4,120,Alt Kat,21,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1900000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,5,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,3300000
Merkezefendi,3,90,Alt Kat,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2300000
Merkezefendi,4,120,Alt Kat,12,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2199000
Merkezefendi,3,85,Alt Kat,3,Merkezi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2275000
Merkezefendi,4,135,Üst Kat,29,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2290000
Merkezefendi,3,85,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Merkezefendi,4,135,Üst Kat,2,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3950000
Merkezefendi,3,120,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1699900
Merkezefendi,3,90,Alt Kat,5,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2230000
Merkezefendi,4,130,Alt Kat,22,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1950000
Merkezefendi,2,58,Alt Kat,4,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Evet,1545000
Merkezefendi,5,139,Alt Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1720000
Merkezefendi,4,120,Alt Kat,0,Kombi,3,Uygun,Bilinmiyor,1,Sıfır,Evet,3100000
Merkezefendi,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Merkezefendi,4,145,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2797000
Merkezefendi,4,206,Alt Kat,3,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,5990000
Merkezefendi,4,175,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,4,155,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5750000
Merkezefendi,4,125,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1600000
Merkezefendi,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,3,80,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1800000
Merkezefendi,3,120,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2599000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000
Merkezefendi,3,60,Alt Kat,3,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1675000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı,2,Sıfır,Bilinmiyor,3900000
Merkezefendi,4,145,Alt Kat,4,Yerden Isıtma,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3350000
Merkezefendi,4,100,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2580000
Merkezefendi,3,40,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1600000
Merkezefendi,4,110,Alt Kat,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1648000
Merkezefendi,2,45,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000
Merkezefendi,3,115,Alt Kat,12,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2049000
Merkezefendi,4,160,Orta Kat,5,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5280000
Merkezefendi,4,160,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4350000
Merkezefendi,4,170,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1975000
Merkezefendi,4,165,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5150000
Merkezefendi,4,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,130,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000
Merkezefendi,6,198,Alt Kat,13,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,4300000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Evet,3300000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,3350000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000
Merkezefendi,3,100,Alt Kat,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2100000
Merkezefendi,3,117,Orta Kat,4,Yerden Isıtma,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2000000
Merkezefendi,4,110,Alt Kat,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000
Merkezefendi,3,85,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000
Merkezefendi,5,200,Üst Kat,10,Merkezi,15,Uygun,Eşyalı Değil,2,İkinci El,Evet,2900000
Merkezefendi,4,150,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3250000
Merkezefendi,2,50,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2600000
Merkezefendi,4,130,Alt Kat,9,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3750000
Merkezefendi,5,195,Alt Kat,12,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5500000
Merkezefendi,3,105,Alt Kat,6,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Merkezefendi,6,280,Üst Kat,5,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,9000000
Merkezefendi,2,50,Alt Kat,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1349000
Merkezefendi,3,115,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2550000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,4,175,Orta Kat,10,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,5000000
Merkezefendi,3,65,Alt Kat,1,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1800000
Merkezefendi,4,130,Alt Kat,14,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1939000
Merkezefendi,4,120,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,2650000
Merkezefendi,3,80,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1700000
Merkezefendi,4,145,Alt Kat,20,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2500000
Merkezefendi,4,130,Alt Kat,0,Kat Kaloriferi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3200000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4750000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Evet,3850000
Merkezefendi,3,95,Alt Kat,1,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2960000
Merkezefendi,4,140,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000
Merkezefendi,4,145,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000
Merkezefendi,4,165,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000
Merkezefendi,3,120,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2350000
Merkezefendi,4,160,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,3,60,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1599000
Merkezefendi,6,300,Üst Kat,11,Kombi,5,Uygun değil,Eşyalı Değil,3,İkinci El,Evet,8900000
Merkezefendi,3,80,Alt Kat,6,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1175000
Merkezefendi,2,50,Üst Kat,8,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1600000
Merkezefendi,4,160,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1800000
Merkezefendi,2,40,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1400000
Merkezefendi,4,155,Orta Kat,0,Yerden Isıtma,8,Uygun,Eşyalı Değil,2,Sıfır,Evet,4600000
Merkezefendi,4,140,Alt Kat,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3450000
Merkezefendi,4,140,Alt Kat,30,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2675000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4000000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3150000
Merkezefendi,3,50,Orta Kat,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1280000
Merkezefendi,3,120,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2550000
Merkezefendi,3,100,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000
Merkezefendi,4,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000
Merkezefendi,3,72,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2100000
Merkezefendi,3,70,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,2,50,Alt Kat,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,1500000
Merkezefendi,5,180,Orta Kat,15,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4450000
Merkezefendi,5,165,Orta Kat,28,Merkezi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,2570000
Merkezefendi,3,70,Alt Kat,0,Kombi,5,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1699000
Merkezefendi,4,150,Alt Kat,20,Merkezi,7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2150000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3100000
Merkezefendi,3,95,Alt Kat,25,Soba,5,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1130000
Merkezefendi,4,100,Üst Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2900000
Merkezefendi,4,115,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2600000
Merkezefendi,4,145,Orta Kat,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000
Merkezefendi,3,100,Orta Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3199000
Merkezefendi,4,120,Orta Kat,11,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1675000
Merkezefendi,4,130,Alt Kat,24,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,2300000
Merkezefendi,4,145,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2390000
Merkezefendi,3,90,Alt Kat,0,Kat Kaloriferi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1675000
Merkezefendi,4,140,Alt Kat,3,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,4500000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,4,150,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5250000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,5600000
Merkezefendi,4,135,Alt Kat,25,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2525000
Merkezefendi,4,150,Alt Kat,6,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,3595000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3995000
Merkezefendi,4,150,Alt Kat,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1990000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2100000
Merkezefendi,3,95,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,2500000
Merkezefendi,4,165,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5250000
Merkezefendi,4,130,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,3,85,Alt Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1150000
Merkezefendi,4,135,Orta Kat,25,Kombi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000
Merkezefendi,2,45,Alt Kat,1,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Hayır,1450000
Merkezefendi,3,75,Alt Kat,32,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3150000
Merkezefendi,3,115,Alt Kat,12,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2050000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000
Merkezefendi,4,180,Alt Kat,0,Kombi,5,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,6998000
Merkezefendi,4,140,Alt Kat,35,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2200000
Merkezefendi,3,100,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2875000
Merkezefendi,4,145,Orta Kat,25,Merkezi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2400000
Merkezefendi,7,270,Üst Kat,10,Kombi,5,Uygun,Eşyalı Değil,3,İkinci El,Hayır,4400000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Merkezefendi,4,135,Alt Kat,2,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Evet,2500000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2300000
Merkezefendi,3,45,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1320000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,2000000
Merkezefendi,4,145,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,6750000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000
Merkezefendi,2,77,Alt Kat,1,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Hayır,1375000
Merkezefendi,3,90,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1500000
Merkezefendi,4,135,Alt Kat,5,Kombi,5,Uygun,Bilinmiyor,1,Sıfır,Evet,3450000
Merkezefendi,4,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3200000
Merkezefendi,4,140,Alt Kat,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000
Merkezefendi,3,120,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,3250000
Merkezefendi,2,50,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1450000
Merkezefendi,4,155,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,4,120,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,5,180,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6250000
Merkezefendi,2,30,Alt Kat,25,Kombi,6,Uygun değil,Eşyalı,1,İkinci El,Hayır,765000
Merkezefendi,2,110,Alt Kat,7,Kombi,2,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1590000
Merkezefendi,3,120,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000
Merkezefendi,4,145,Alt Kat,2,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,3200000
Merkezefendi,3,60,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2630000
Merkezefendi,4,110,Alt Kat,3,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2565000
Merkezefendi,2,60,Orta Kat,5,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Evet,1499000
Merkezefendi,3,100,Alt Kat,7,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1700000
Merkezefendi,4,175,Alt Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3700000
Merkezefendi,4,145,Üst Kat,25,Merkezi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000
Merkezefendi,4,140,Orta Kat,16,Yerden Isıtma,6,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3495000
Merkezefendi,3,70,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1175000
Merkezefendi,4,170,Orta Kat,6,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,2450000
Merkezefendi,2,75,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000
Merkezefendi,5,170,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000
Merkezefendi,5,160,Alt Kat,16,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,4250000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2499000
Merkezefendi,2,49,Orta Kat,3,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Hayır,1400000
