Year,Abstract
2020,"Linguistic expressions for training a chatbot can be generated in an automated system via linguistic expression templates that are associated with intents. The pre-categorized linguistic expressions can then be used for training and validation. Chatbot development can thus be improved by having a large number of expressions for development, leading to a more robust chatbot. In practice, the process can iterate with modifications to the templates until a suitable benchmark is met. The technique can be applied across human languages to generate chatbots conversant in any number of languages and is applicable to a variety of domains."
2020,"An entity relationship processing method, an apparatus, a device and a computer readable storage medium are disclosed. In embodiments of the present disclosure, since a small amount of annotated data, namely, a small amount of annotated samples under some uncommon entity relationship classes are used, and segment features with a finer granularity are increased to characterize the to-be-processed text, it is possible to, based on the small amount of annotated samples of uncommon entity relationships, accurately predict uncommon entity relationships existing in the text, and thereby improve the recognition accuracy of the small amount of uncommon entity relationships."
2020,"Provided is a method of recognizing text in a terminal, the method including generating first tag information about a kind of language set in a user interface (UI) for inputting text and a location of a cursor at a time point when a text input has started, when the UI for inputting text displayed on the terminal is executed; when a language switch request that requests the terminal to switch the kind of language set in the UI is received, generating second tag information about a kind of switched language and a location of the cursor at a time point of receiving the language switch request; when the text input is finished, storing a screen image of the terminal; and recognizing the text input to the terminal based on at least one piece of tag information and the screen image."
2020,"An emotion recognizer according to an aspect of the present invention includes: an uni-modal preprocessor configured to include a plurality of recognizers for each modal learned to recognize emotion information of a user contained in uni-modal input data; and a multi-modal recognizer configured to merge output data of the plurality of recognizers for each modal, and be learned to recognize the emotion information of the user contained in the merged data, wherein the emotion recognizer outputs a complex emotion recognition result including an emotion recognition result of each of the plurality of recognizers for each modal and an emotion recognition result of the multi-modal recognizer."
2020,"Methods, systems, and computer-readable media for artificially generating a revoiced media stream and maintaining original volume changes of a character in the revoiced media stream are provided. For example, a media stream including an individual speaking may be obtained. A transcript of the media stream may be obtained. The transcript of the media stream may be translated to a target language. A revoiced media stream in which the translated transcript in the target language is spoken by a virtual entity may be generated, wherein a ratio of the volume levels between first and second sets of words in the revoiced media stream is substantially identical to the ratio of volume levels between corresponding first and second utterances in the received media stream."
2020,"A process for compressing an audio speech signal utilizes ASR processing to generate a corresponding text representation and, depending on confidence in the corresponding text representation, selectively applies more, less, or no compression to the audio signal. The result is a compressed audio signal, with corresponding text, that is compact and well suited for searching, analytics, or additional ASR processing."
2020,A first autocomplete option may be determined with respect to a data-field. At least one character of the first autocomplete option may be selectable by a user action in a graphical user interface (GUI). The method may additionally include providing the first autocomplete option via the GUI. A second autocomplete option may be determined based on and in response to selection of the first autocomplete option and based on and in response to selection of the at least one character of the first autocomplete option by the user action.
2020,"The invention relates to a method in a computing device (100) for hand-drawing elements, comprising: detecting input elements hand-drawn on an input surface (104); displaying the input elements in digital ink on a display device (102); classifying input digital ink as text or non-text and predefining blocks of input elements; selecting one or more input element according to a first selection mode triggered by a first gesture or according to a second selection mode triggered by a second gesture to select input elements within a selection area. Once selection is made, editing may be performed on the selected input elements in a different manner depending of which of the first and second selection mode is used."
2020,"The present invention relates to systems, methods and computer program products for an a la carte amenity, special service, food/beverage and accommodation feature search and booking engines. Aspects of the present invention allow customers to identify, via arbitrary search, amenities and/or special services (including food/beverage) available at lodging facilities, restaurants clubs/lounges/bars, dwellings and travel accommodation venues. Customers are thereby presented with goods and services matching or related to their query items and are permitted to select and confirm desired feature options and book, reserve or purchase their selection; optionally including the booking of an accommodation such as a room or table at a restaurant as well."
2020,"A computer-implemented method, system, and computer program product are provided for content aware heterogeneous log pattern comparative analysis. The method includes receiving, by a processor-device, a plurality of heterogeneous logs. The method also includes extracting, by the processor-device, a plurality of log syntactic patterns from the plurality of heterogenous logs. The method additionally includes generating, by the processor-device, latent representation vectors for each of the plurality of log syntactic patterns. The method further includes predicting, by the processor-device, an anomaly from the clustered latent representation vectors. The method also includes controlling an operation of a processor-based machine to react in accordance with the anomaly."
2020,"An automated method of testing a web-based process comprises the steps of: receiving a set of instructions, the instructions comprising: a plurality of natural language operational tags, each defining an operation to be performed; and a plurality of natural language objects, each defining an element of a document presented for interaction, each operational tag being associated with one of the objects; extracting said operational tags and said objects from the instructions; performing the operations defined by the operational tags on the elements defined by the objects that are respectively associated with the operational tags, and returning a result of at least one of the operations defined by the operational tags."
2020,"An information providing system (1) has a sound receiver (22) that receives a guidance voice and generates a sound signal (SG); a text identifier (114) that identifies, from among registered texts representing contents of utterances of different guidance voices, a registered text that is similar to an uttered text (L) that represents a content of an utterance of one of the guidance voices (V), the uttered text having been obtained by analyzing the sound signal (SG) by use of speech recognition, and a sound outputter (26) that transmits distribution information (D) that indicates the registered text identified by the text identifier (114) to a terminal device capable of presenting to a user (U) guidance information (G) corresponding to the distribution information (D) from among pieces of guidance information (G) that correspond to the respective guidance voices."
2020,"Electronic natural language processing in a natural language processing (NLP) system, such as a Question-Answering (QA) system. A receives electronic text input, in question form, and determines a readability level indicator in the question. The readability level indicator includes at least a grammatical error, a slang term, and a misspelling type. The computer determines a readability level for the electronic text input based on the readability level indicator, and retrieves candidate answers based on the readability level."
2020,"Disclosed are methods, apparatus, systems, and computer-readable storage media for representing a portion of a user interface of a web browser as a web address. In some implementations, a computing device receives a request to encode as a web address a portion of a user interface provided in a web browser at the computing device. The computing device then generates a web address to identify content of the portion of the user interface. The portion of the user interface represented by the web address includes a primary user interface component and one or more secondary user interface components associated with the primary user interface component."
2020,"Aspects of the subject disclosure may include, for example, participating in a communication session over a network with a second communication device that is remote from the communication device where the communication session includes a computer supported collaborative work environment utilizing a non-baton passing protocol, presenting content at a display device where the content is presented by the second communication device at a second display device, receiving first user input at the user interface where second user input is received by the second communication device where a conflict resolution is applied to events associated with the first and second user input, and presenting adjusted content at the display device. Other embodiments are disclosed."
2020,"In an aspect, a test platform for testing an embedded control system having a plurality of interconnected components is operable to: receive, at run time, configuration data for configuring a system under test (â€œSUTâ€) representing the embedded control system, the configuration data specifying: which of the components shall be simulated versus hardware-in-the-loop (HIL) components in the SUT; and an inter-component signal mapping that maps input signals to output signals of the specified simulated or HIL components of the SUT; for each of the simulated or HIL components, automatically activate, at run time, a corresponding object code portion for simulating the embedded system component in the test platform or a corresponding object code portion for facilitating communication with the HIL component connected to the test platform, respectively; and automatically map input signals of the activated object code portions to output signals of the activated code portions according to the signal mapping."
2020,"An information processing terminal device includes: an acquiring unit acquiring image data; a detecting unit detecting a posture of the information processing terminal device; a generating unit generating display image data based on the image data acquired in the acquiring unit according to the posture of the terminal device detected by the detecting unit; and a displaying unit displaying the display image data generated by the generating unit on a display unit. If the posture of the terminal device is changed, the generating unit generates the display image data according to the changed posture of the terminal device. If the posture of the terminal device is changed during the generation of the image data by the generating unit, the generating unit does not generate the display image data according to the changed posture of the terminal device, until the generation of the display image data is completed."
2020,"Collaboratively editing a document in a system of sharee clients includes creating a document change, generating a document token for encrypting the document change, encrypting the document change with the document token, making the encrypted document change available to the other sharee clients, and generating a plurality of copies of the sharee document token. Each sharee document token is encrypted with a respective sharee's public key. Each encrypted sharee document token is distributed to respective sharee clients. Each sharee client is configured to: decrypt a sharee document token using a respective private key, decrypt the encrypted document change using the share document token, and consolidate the document change into a document."
2020,"Systems and methods for utilizing microphone array information for acoustic modeling are disclosed. Audio data may be received from a device having a microphone array configuration. Microphone configuration data may also be received that indicates the configuration of the microphone array. The microphone configuration data may be utilized as an input vector to an acoustic model, along with the audio data, to generate phoneme data. Additionally, the microphone configuration data may be utilized to train and/or generate acoustic models, select an acoustic model to perform speech recognition with, and/or to improve trigger sound detection."
2020,"The present disclosure provides a method and a device for generating an image. The method includes: a, obtaining a character recognition result corresponding to a first image, the character recognition result including one or more characters and a first confidence of each character; b, determining a second confidence of a character set including at least one of the one or more characters according to the first confidence of each character in the character set; c, determining a refined character set corresponding to the first image based on the second confidence; and d, performing image processing on a sub image corresponding to the refined character set in the first image, to obtain a second image, an annotation text corresponding to the second image including the refined character set."
2020,"A communication terminal and a method of providing a unified natural language interface to the same are disclosed. The method includes: determining, when text information containing many characters is created, whether the text information conforms to one of preset grammatical constraints; extracting, when the text information conforms to one of the grammatical constraints, tokens of one or more of characters from the text information, and extracting, when the text information does not conform to one of the grammatical constraints, one or more characters having an attribute probability higher than a reference probability as a token; and analyzing the extracted tokens to determine a function to handle the extracted tokens, and executing the determined function based on the extracted tokens."
2020,"Methods and systems for providing a comments-centered news reader. Configurations allow live comments to be presented along with the news or similar website content. While a user scrolls up and down in a browser presenting a news article on the user's computer device (e.g., mobile device), linked comments are shown in a selected region. The displayed comments automatically change to adapt to what parts (paragraphs, sentences) of the news article that user is currently reading. At the same time, users can publish their own comments without having to proceed to a separate section of the browser, thus saving the viewer actions and improving the user's experience. The user's system or a remote server records the comments along with the article or the place users are in the article when the comment was entered."
2020,The invention has the advantage of providing legally correct advice at an affordable price to the end customer in multiple jurisdictions and substantive fields at once.
2020,"The language analysis method includes collecting an online document, performing coined word filtering on the collected document based on a predetermined coined word extraction pattern and a dictionary to extract a coined word candidate which corresponds to the coined word extraction pattern and is not registered in a coined stop word dictionary, performing morpheme analysis on the extracted coined word candidate to verify a coined word candidate which does not correspond to a predetermined part of speech and is not registered in a pre-stored morpheme dictionary, refining the coined word extraction pattern, based on a result of the verification and updating the verified coined word candidate in the coined stop word dictionary, and updating the verified coined word candidate in the morpheme dictionary, based on the result of the verification."
2020,"Methods, systems, and computer program products for bootstrapping of state-based dialog systems are provided herein. A computer-implemented method includes determining parameters for state automata by partitioning an ontology graph into sub-graphs and a knowledge graph into sub-graphs, wherein the ontology graph and the knowledge graph are based on a user question and domain knowledge pertaining to the user question; generating a structured query for each of the sub-graphs; determining intentions of a dialog pertaining to the at least one user question by translating each of the generated structured queries to a respective natural language query; creating one or more dialog states for each of the determined dialog intentions; creating one or more connecting dialog states between pairs of the created dialog states; and generating an automata dialog framework associated with the user question based on the created dialog states and the created connecting dialog states."
2020,"Methods and apparatus related to determining an effect on dissemination of information related to an event based on a dynamic confidence level associated with the event. For example, an event and an event confidence level of the event may be determined based on a message of a user. An effect on dissemination of information related to the event may be determined based on the confidence level. A new confidence level may be determined based on additional data associated with the event and the effect on dissemination of information may be adjusted based on the new confidence level. In some implementations, the additional data may be based on a new message that is related to the message, such as a reply to the message."
2020,"The present invention provides a two-language free dialogue system for language learning capable of responding to a query and a general dialogue in a learning target language even when a user produces an utterance not only in a designated learning target language but also in a native language, at a time of a dialogue-based foreign language education."
2020,"A method performed at a server system having one or more processors and memory storing one or more programs executed by the one or more processors is described. The method includes receiving from a respective client system a subset of a document displayed at the respective client system. The method also includes identifying one or more words in the received subset of the document, and sending to the respective client system one or more information items corresponding to the one or more words. The method includes receiving a selection of an information item in the one or more information items. The selection is made by a user associated with the respective client system. The method furthermore includes modifying the document by inserting a citation to the selected information item."
2020,"Disclosed are methods, systems, and non-transitory computer-readable medium for a web-based process to generate electronic checklists and deploy electronic checklists. One method may include: receiving bulk data from a user device; parsing the bulk data to form a loadable database for an electronic procedure system of a vehicle; generating a rendering of an electronic checklist of one or more electronic checklists based on the loadable database; transmitting a first message to the user device, the first message including the rendering of the electronic checklist; iteratively performing an authoring process using a web-based tool to update the loadable database; receiving a second message from the user device, the second message including an instruction to transmit the updated loadable database to the electronic procedure system of the vehicle; and transmitting a third message to the vehicle, the third message including the updated loadable database."
2020,"Methods, systems, and devices for semantic parsing. In an example embodiment, a method for semantic parsing can include steps, operations, or instructions such as obtaining a data pair for learning, the data pair comprising logical form data and natural utterance data; acquiring grammar for targeted logical forms among the logical form data of the data pair; modeling data comprising other available prior knowledge utilizing WFSA (Weighted Finite State Automata); combining with the targeted logical forms with the data modeled comprising the other available prior knowledge to form a background; and exploiting the background on the data pair. Note that we do not â€œlearnâ€ the background, but â€œlearnâ€ the background-RNN (Recurrent Neural Network)."
2020,Mapping data stored in a data storage system for use by a computer system includes processing specifications of dataflow graphs that include nodes representing computations interconnected by links representing flows of data. At least one of the dataflow graphs receives a flow of data from at least one input dataset and at least one of the dataflow graphs provides a flow of data to at least one output dataset. A mapper identifies one or more sets of datasets. Each dataset in a given set matches one or more criteria for identifying different versions of a single dataset. A user interface is provided to receive a mapping between at least two datasets in a given set. The mapping received over the user interface is stored in association with a dataflow graph that provides data to or receives data from the datasets of the mapping.
2020,"An apparatus has a processor and a memory connected to a bus. The memory stores instructions executed by the processor to receive an electronic document from a network. Image processing segments are formed. The image processing segments are processed to generate classification data including text strings. Image processing segments are also processed to identify signing items such as signature lines, date and text fields, checkboxes, and radio-buttons. Each signing item is categorized as an electronic-sign item or a wet-sign item. A first electronic document is produced with pages from the electronic document that have electronic-sign items and a second electronic document is produced with pages from the electronic document that have wet-sign items. The first electronic document is augmented with metadata characterizing locations of and any conditional logic associated with the electronic-sign items. A signer identification code is also included for each item to indicate which signer the item applies to in the case of multiple signers. The first electronic document is sent to the network for delivery to a machine supporting an electronic signing service. The second electronic document is sent to the network for delivery to a client machine."
2020,"Techniques and systems are described for contextually filtering font styles. Techniques include identifying font features as filtering parameters to be applied to filter available font styles. The font features are identified automatically in a selected text and/or via user input. Additionally or alternatively, techniques include identifying font attributes as filtering parameters to be applied to filter available font styles. The font attributes are identified automatically in a selected text and/or via user input. After filtering, candidate font styles are presented to a user for selection."
2020,A method and system for capturing metadata in a document object or file format are provided. The method includes providing a user interface to a user; receiving a user input such as a text input (201) at the user interface; simultaneously tracking and capturing the activity of the user as metadata in a document object or file format (202) as the user navigates a document database; determining an association between the text input and the metadata in the document object or file format; updating the metadata in the document object or file format to reflect the association; and publishing the document object or file format with the text input (204) when the user has finished editing or using the user interface. The method thus preserves information regarding the editing process of a text input and publishes this information with the text input.
2020,"A system and method to detect fraudulent documents is disclosed. The system uses a generative adversarial network to generate synthetic document data including new fraud patterns. The synthetic document data is used to train a fraud classifier to detect potentially fraudulent documents as part of a document validation workflow. The method includes extracting document features from sample data corresponding to target regions of the documents, such as logo regions and watermark regions. The method may include updating a cost function of the generators to reduce the tendency of the system to generate repeated fraud patterns."
2020,"Methods and systems for establishing communications between an initiating device and another device selected from multiple potential devices are described herein. In some embodiments, a communications between the initiating device and a recipient device may be initiated after a device is selected as the recipient device. The second device may be one of a series of devices associated with a user account that is selected based on any one of a combination of various factors, such as presence information, wakeword count, user preferences, etc."
2020,"A computer-aided design system enables physical articles to be customized via printing or embroidering and enables digital content to be customized and electronically shared. A user interface may be generated that includes an image of a model of an article of manufacture and user customizable design areas that are graphically indicated on the image corresponding to the model. A design area selection may be received. In response to an add design element instruction and design element specification, the specified design element is rendered in the selected design area on the model image. Customization permissions associated with the selected design area are accessed, and using the customization permissions, a first set of design element edit tools are selected and rendered. User edits to the design element may be received and rendered in real time. Manufacturing instructions may be transmitted to a printing system."
2020,"Systems and methods for providing personalized answers to a user's query using a learned user vocabulary. A natural -language user interface (NLUI) application tracks input terms in user queries and generates responses that incorporate those input terms. The NLUI application may modify stored response templates or may modify a response generated based on stored response templates, by replacing a template term with an input term that has a common definition."
2020,"Systems and methods of validating transcriptions of natural language content using crowdsourced validation jobs are provided herein. In various implementations, a transcription pair comprising natural language content and text corresponding to a transcription of the natural language content may be gathered. A group of validation devices may be selected for reviewing the transcription pair. A crowdsourced validation job may be created for the group of validation devices. The crowdsourced validation job may be provided to the group of validation devices. One or more votes representing whether or not the text accurately represents the natural language content may be received from the group of validation devices. Based on the one or more votes received, the transcription pair may be stored in a validated transcription library, which may be used to process end-user voice data."
2020,"Some aspects described herein may include a computer implemented method to display documents. Aspects may include determining section hierarchies of a document and generating a first view of a section hierarchy. The first view may include a hierarchy title; a portion of text associated with each respective section; and an interface element associated with a first section. Based on a selection of the first section, the system may generate a second view including a portion of text associated with the first section; a first portion of text associated with a first subsection of the first section; and a second portion of text associated with the first subsection. The second portion of text may be determined based on at least one warning criteria. The second view may include a warning panel indicating the warning criteria associated with the second portion of text and visual indicia indicating the correspondence."
2020,"The disclosure relates to an electronic apparatus, a method of controlling the same, and a computer program product, the electronic apparatus including: a memory configured to store an instruction; and a processor configured to execute the instruction to: extract video features of frames from a plurality of frames of video content, extract text features from transcript information of the video content, identify importance scores of the frames based on the video features and the text features, and select a key frame of the video content among the plurality of frames based on the identified importance scores. Thus, it is possible to provide faithful information about content to a user through the video summary considering not only the video features but also the text features."
2020,"Computer program products, methods, systems, apparatus, and computing entities are provided for providing an enhanced media presentation. In one embodiment, an enhanced media presentation is provided. To provide the enhanced media presentation, one or more content items associated with subject matter associated with a segment of an enhanced media presentation are identified. Each content item may be associated with at least one uniform resource identifier. Then, a content object based at least in part on at least one content item is created. The content object is an abstract representation of the content item. The content object can be associated with the segment and provided for simultaneous displayed simultaneously with at least a portion of the segment."
2020,"Organizations maintain and generate large amounts of documentation and entities of these organizations often need to collaborate on generating and reviewing this information. There is a need to maintain and store this documentation remotely in such a way that the entities of these organizations may collaborate with each other. To ensure that entities of the organization can collaborate on documents, an overlay creation and storage system is described. The overlay may be usable by a computing device operated by the entities of the organization. Furthermore, information contained in the overlay may be injected into the document."
2020,"An electronic apparatus is provided. The electronic apparatus includes a memory configured to store an entity identification model, and a processor configured to control the electronic apparatus to: identify a plurality of entities included in an input sentence input based on the entity identification model, acquire a search result corresponding to the plurality of entities, and correct and provide the input sentence based on the search result based on the plurality of entities not corresponding to the search result, wherein the entity identification model may be acquired by learning through an artificial intelligence algorithm to extract a plurality of sample entities included in each of a plurality of sample dialogues. At least a part of a method for identifying an entity from a dialogue may use an artificial intelligence model learned according to at least one of machine learning, a neural network, deep learning algorithm, or the like."
2020,"Systems and techniques for searching within a document include receiving a query by way of a user interface of an application, and in conjunction with identification of the at least one document. A feature value characterizing a relevance of each grammatical unit of the document to the query may be extracted. The grammatical units may be ranked, based on each feature value of each grammatical unit. At least one selected grammatical unit of the plurality of grammatical units may then be displayed, based on the ranking."
2020,"A digital magazine server receives content items from various sources or information identifying content items maintained by various sources. Based on characteristics of the content items, the digital magazine server identifies themes of various content items. A theme of a content item identifies a primary topic or primary meaning of the content item. In various embodiments, the digital magazine server determines the theme of a content item based on words within the content item, accounting for meanings of words in the content item, parts of speech of each word, combinations of words in the content item, and syntax of words in the content item."
2020,"Mechanisms for processing a knowledge canvassing request receive a request specifying an entity of interest from an originator of the request and analyze the request to extract a feature of the request. The mechanisms determine whether the request is a targeted natural language question to be answered or a knowledge canvassing request, based on the extracted feature. In response to determining that the request is a knowledge canvassing request, the mechanisms process the request by identifying entities represented in a knowledge graph data structure as being related to the entity of interest. The mechanisms output results of the processing of the request to the originator of the request."
2020,"Methods, computer program products, and systems are presented. The method computer program products, and systems can include, for instance: obtaining iteratively captured frames of image data representing a user interface screen, wherein one or more of the frames of image data represents an error screen indicating an error condition of one or more resource of a plurality of resources of a services system; performing recognition processing using image data of the captured frames of image data to determine an error classifier associated to the error screen: determining one or more action based on the error classifier; and performing the one or more action in response to the determining."
2020,"A cooperative conversational voice user interface is provided. The cooperative conversational voice user interface may build upon short-term and long-term shared knowledge to generate one or more explicit and/or implicit hypotheses about an intent of a user utterance. The hypotheses may be ranked based on varying degrees of certainty, and an adaptive response may be generated for the user. Responses may be worded based on the degrees of certainty and to frame an appropriate domain for a subsequent utterance. In one implementation, misrecognitions may be tolerated, and conversational course may be corrected based on subsequent utterances and/or responses."
2020,"A method and apparatus for generating a response based on artificial intelligence, and a storage medium. The method comprises: generating a response forest which employs a multi-way tree data structure, the multi-way tree at least comprising three layers of nodes: a root node, domain nodes and role nodes arranged in a top-bottom order, each leaf node respectively corresponding to at least one response template corresponding to information on the leaf node path; obtaining a user question, searching the response forest according to the user question to obtain a leaf node corresponding to the user question, and regarding a response template corresponding to the obtained leaf node as a candidate response template; generating a to-be-broadcast response according to the user question and the candidate response template, and broadcasting the to-be-broadcast response to the user. The solution of the present disclosure exhibits wide applicability and can improve the response broadcasting effect."
2020,"Embodiments of the present disclosure disclose a text translation method, a text translation apparatus, a device and a storage medium. The method includes: obtaining a source language text; and translating the source language text with a modified translation model to obtain a target language text corresponding to the source language text, the modified translation model being obtained by modifying an original translation model based on a text evaluation result of one or more translated texts for training, the translated text for training being an output result after translating through the original translation model, and the text evaluation result for evaluating a contextual semantic relation in the translated text for training."
2020,"Link association analysis systems are presented. Disclosed systems are configured to analyze links created by users and to determine possible reasons underpinning why a user would create such a link. The system derives such reasons by analyzing the context within which the link was created and to which the link points, and then presents the reasons as a data object to users for feedback. The system can be made to be self-refining by collecting survey data regarding its accuracy, so that the more users interact with the system, the more accurate the system is at deriving reasons for link creation."
2020,"In some applications, it may be desired to process a message to determine an intent of the message, where the intent indicates the meaning of the message. An intent classifier may be used to determine the meaning of a message by processing the message to compute a message embedding vector that represents the message in a vector space. Each possible intent may be represented by a prototype vector, and the intent of the message may be determined by comparing the message embedding to one or more prototype vectors, such as by selecting an intent whose prototype vector is closest to the message embedding. An intent classifier may be used, for example, (i) to implement an automated communications system with states where each state is associated with a subset of the possible intents or (ii) for processing usage data of a communications system to update the intents of the communications system."
2020,"Exemplary embodiments of the present disclosure relate to systems, methods, and non-transitory computer-readable media for contemporaneous in-browser searching, viewing, tagging, and harvesting digital content in a networked environment, and for removing malignant content from the networked environment."
2020,"According to an example, with respect to artificial intelligence based service implementation, a voice call may be analyzed to generate voice data. The voice data may be converted to text data, which may be analyzed to identify keywords. Based on an analysis of the identified keywords, a user of a plurality of users may be identified. A user assistance flow of a plurality of user assistance flows that corresponds to a determined intent of the identified user may be ascertained. The voice call may be transferred to a digital assistant that may provide artificial intelligence based assistance to the identified user based on the user assistance flow that corresponds to the determined intent."
2020,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for processing sequential data. In one aspect, a computer-implemented method includes receiving a request to generate a system output for an input data sequence, the input data sequence including a plurality of tokens. One or more tokens may be designated as tokens to be skipped. When a token has not been designated as a token to be skipped, the token is processed using a recurrent neural network to update a current internal state of the recurrent neural network. The system output is generated from the final internal state of the recurrent neural network."
2020,"System and methods for analyzing patents and prior art in a patent management system are disclosed herein. In an example embodiment, a computer-implemented method of determining a potential point of novelty for an identified patent comprises retrieving at least one independent claim of the patent in the claim form as issued; retrieving at least one independent claim of the patent in the claim form as published; and automatically comparing the issued claim to the published claim by identifying unique keywords present in the issued claim but not present in the published claim and flagging the unique keywords to a user."
2020,"In a method and apparatus for facilitating agent interactions with customers of an enterprise, one or more intents corresponding to an input provided by a customer during a conversation with a Virtual Agent (VA) are predicted. A confidence score corresponding to each intent is computed that is indicative of an ability of the VA to provide an effective response to the input. The confidence score corresponding to each intent is compared with a predefined threshold score. If the confidence score is less than the predefined threshold score, the conversation is deflected from the VA to a human agent to respond to the input of the customer. The conversation is deflected from the human agent to the VA for a subsequent input if a respective confidence score of at least one intent predicted for the subsequent input is greater than or equal to the predefined threshold score."
2020,"A method and system for classification of cyber-threats is provided. The method includes receiving a request for classifying a cyber-threat detected by a cyber-security system, wherein the request includes initial information about the detected cyber-threat; enriching the initial information about the detected cyber-threat to provide textual information about at least one perceived threat related to the detected cyber-threat; and classifying each of the at least one perceived threat into a security service, wherein the classification is performed based on the respective textual information."
2020,"A method of disambiguating user queries in a multi-turn dialogue include a set of user utterances includes using a predefined language model to recognize an ambiguous entity in an unresolved user utterance from the multi-turn dialogue. The method further includes outputting a clarifying question about the ambiguous entity, and receiving a clarifying user utterance. The method further includes identifying a disambiguating entity in the clarifying user utterance. The method further includes rewriting the unresolved user utterance as a rewritten utterance that replaces the ambiguous entity with the disambiguating entity, and outputting the rewritten utterance to one or more query answering machines."
2020,"Various embodiments are disclosed that relate to electronic display of serially presented text using techniques for placement of an optimal recognition position of words at a fixed display location. In some embodiments, the optimal recognition position is based on empirically determined optimal recognition positions. In some embodiments, an optimal recognition position character is displayed at the fixed display location. In other embodiments, an optimal recognition proportionate position is displayed at the fixed display location. Various related techniques for processing and displaying text are further disclosed herein."
2020,"A computer system and method for verifying a data lineage of a data element is provided. The system comprises at least processor and a memory storing instructions which when executed by the processor cause the processor to perform the method. The method comprises extracting data transformation code from programming logic, extracting and describing data transformation semantics from the code using a data transformation ontology, filtering out non-business-significant transformations, and determining that remaining business-significant transformations match a business ontology."
