Ilce,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
Merkezefendi,4,170,155,3,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3250000,Kat İrtifakı,
Merkezefendi,4,140,135,2,0,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2500000,,
Merkezefendi,4,135,125,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4000000,Kat İrtifakı,
Merkezefendi,3,100,95,0,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000,Kat Mülkiyeti,
Merkezefendi,3,110,90,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,135,125,0,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000,Kat Mülkiyeti,Güney
Merkezefendi,4,175,170,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3300000,,
Merkezefendi,4,147,145,4,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1650000,,
Merkezefendi,7,360,350,4,11,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,9000000,Kat Mülkiyeti,Güney
Merkezefendi,4,120,110,2,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,110,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000,,
Merkezefendi,3,120,110,0,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3300000,,
Merkezefendi,5,160,140,-1,3,Kombi,3,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,2500000,Kat Mülkiyeti,
Merkezefendi,4,160,150,0,18,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,4599000,,
Merkezefendi,3,110,100,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2900000,,
Merkezefendi,3,100,90,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,200,160,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6250000,,"Güney, Doğu"
Merkezefendi,4,145,144,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2995000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,2,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2050000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,140,2,1,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat Mülkiyeti,
Merkezefendi,4,175,150,3,20,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Evet,2800000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,125,120,5,25,Kombi,5,Uygun değil,Eşyalı Değil,1,İkinci El,Bilinmiyor,2100000,,
Merkezefendi,4,170,160,12,5,Kombi,15,Uygun,Eşyalı Değil,2,İkinci El,Evet,3285000,Kat Mülkiyeti,"Doğu, Batı"
Merkezefendi,3,110,100,4,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,2100000,Kat İrtifakı,Doğu
Merkezefendi,3,100,95,3,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1899000,Kat Mülkiyeti,Güney
Merkezefendi,4,130,120,4,16,Kombi,8,Uygun,Eşyalı Değil,1,İkinci El,Evet,2900000,Kat Mülkiyeti,
Merkezefendi,4,180,165,5,8,Kombi,9,Uygun,Eşyalı Değil,2,İkinci El,Hayır,4250000,Kat Mülkiyeti,Güney
Merkezefendi,3,120,105,2,5,Belirtilmemiş,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1950000,Kat Mülkiyeti,
Merkezefendi,4,150,135,5,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3575000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,185,160,3,4,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,3400000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,4,185,155,1,8,Merkezi,9,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5875000,Kat Mülkiyeti,"Kuzey, Batı"
Merkezefendi,4,140,135,3,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,4250000,,"Kuzey, Doğu"
Merkezefendi,5,215,205,5,0,Yerden Isıtma,9,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6390000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,110,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,
Merkezefendi,5,220,190,0,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,8500000,,
Merkezefendi,4,132,120,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4000000,,
Merkezefendi,3,115,105,2,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat İrtifakı,
Merkezefendi,3,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,55,50,2,0,Kombi,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1350000,,
Merkezefendi,3,120,115,2,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000,Kat İrtifakı,
Merkezefendi,3,150,140,2,22,Merkezi,6,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1725000,,
Merkezefendi,3,125,115,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat İrtifakı,
Merkezefendi,2,55,50,2,5,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1250000,,
Merkezefendi,4,155,150,2,20,Merkezi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3500000,Kat Mülkiyeti,"Doğu, Batı"
Merkezefendi,4,165,150,2,10,Belirtilmemiş,3,Uygun,Bilinmiyor,1,İkinci El,Evet,2450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,100,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2600000,Kat Mülkiyeti,
Merkezefendi,4,160,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,115,3,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2550000,Kat Mülkiyeti,Güney
Merkezefendi,4,140,130,2,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3600000,Kat Mülkiyeti,Güney
Merkezefendi,6,350,320,5,10,Yerden Isıtma,5,Uygun,Eşyalı Değil,3,İkinci El,Hayır,8750000,Kat İrtifakı,
Merkezefendi,4,160,150,1,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,110,4,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1275000,,
Merkezefendi,3,115,100,2,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2525000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,149,140,0,14,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1720000,Kat Mülkiyeti,
Merkezefendi,4,160,145,4,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4500000,Kat İrtifakı,"Güney, Batı"
Merkezefendi,3,110,95,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000,Kat Mülkiyeti,
Merkezefendi,5,180,150,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,140,120,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3050000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,3,76,65,2,6,Kombi,6,Uygun,Eşyalı,1,Sıfır,Evet,1949000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,120,4,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3400000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Merkezefendi,3,125,115,7,31,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1600000,,
Merkezefendi,3,110,95,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,165,155,4,12,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,4500000,Kat Mülkiyeti,
Merkezefendi,3,105,90,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2050000,Kat Mülkiyeti,
Merkezefendi,5,240,216,5,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,6500000,,
Merkezefendi,4,135,130,2,25,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1900000,,
Merkezefendi,3,105,100,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2450000,,"Kuzey, Güney, Doğu"
Merkezefendi,4,142,137,3,1,Yerden Isıtma,5,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,4750000,,
Merkezefendi,4,140,120,4,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney"
Merkezefendi,3,120,115,0,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1795000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,130,120,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2650000,Kat Mülkiyeti,
Merkezefendi,4,150,145,4,3,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,175,150,5,31,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,3150000,Kat Mülkiyeti,"Kuzey, Doğu"
Merkezefendi,4,170,160,3,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3500000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,110,100,2,5,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000,Kat Mülkiyeti,Güney
Merkezefendi,3,120,115,2,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,120,2,0,Yerden Isıtma,4,Uygun,Eşyalı,2,Sıfır,Evet,2750000,,
Merkezefendi,2,60,55,1,5,Kombi,2,Uygun değil,Eşyalı,1,Sıfır,Bilinmiyor,1350000,,
Merkezefendi,3,110,100,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1950000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,101,100,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000,Kat Mülkiyeti,Doğu
Merkezefendi,5,150,140,2,12,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2599000,,
Merkezefendi,3,115,100,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,170,160,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,6,350,300,5,15,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,8750000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,160,140,3,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat Mülkiyeti,
Merkezefendi,4,144,125,0,0,Kat Kaloriferi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3150000,,"Güney, Doğu, Batı"
Merkezefendi,3,136,120,0,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3000000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,125,110,4,22,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2400000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,2,50,45,3,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1440000,Kat Mülkiyeti,
Merkezefendi,4,145,135,7,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,170,155,4,16,Merkezi (Pay Ölçer),4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,4450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Merkezefendi,4,155,145,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3150000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,55,50,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1475000,,
Merkezefendi,5,215,200,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,7000000,Kat Mülkiyeti,
Merkezefendi,3,100,90,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000,Kat İrtifakı,
Merkezefendi,3,120,90,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,100,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2650000,,
Merkezefendi,4,130,120,1,27,Kat Kaloriferi,7,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1800000,,
Merkezefendi,2,45,40,2,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1370000,Kat İrtifakı,
Merkezefendi,4,170,157,1,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2800000,,
Merkezefendi,2,45,40,0,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1500000,,Güney
Merkezefendi,3,60,50,0,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,985000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,3,125,115,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000,Kat Mülkiyeti,
Merkezefendi,4,160,150,4,27,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,2149000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,135,120,1,3,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2850000,Kat İrtifakı,Güney
Merkezefendi,4,140,130,4,20,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2175000,,
Merkezefendi,4,160,155,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,60,55,3,3,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Evet,1250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,140,135,3,0,Yerden Isıtma,5,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,3450000,,
Merkezefendi,3,120,110,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,125,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,Kat Mülkiyeti,
Merkezefendi,4,140,135,4,28,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1779000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,170,155,4,16,Merkezi (Pay Ölçer),4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,4450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Merkezefendi,5,200,185,5,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,200,185,2,2,Kombi,4,Uygun,Eşyalı Değil,3,İkinci El,Hayır,6880000,,"Güney, Doğu"
Merkezefendi,4,130,125,0,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,120,110,3,7,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1899000,Kat Mülkiyeti,Batı
Merkezefendi,4,210,170,4,3,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,110,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,65,60,2,0,Yerden Isıtma,2,Uygun,Eşyalı,2,Sıfır,Bilinmiyor,1750000,,
Merkezefendi,4,150,140,1,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000,Kat Mülkiyeti,
Merkezefendi,2,50,40,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000,Kat Mülkiyeti,
Merkezefendi,4,190,175,2,5,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,4200000,Kat İrtifakı,"Kuzey, Doğu"
Merkezefendi,2,40,35,1,0,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1600000,Kat Mülkiyeti,
Merkezefendi,2,55,45,4,0,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Evet,1600000,,"Güney, Doğu"
Merkezefendi,4,160,125,2,0,Kombi,2,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,3350000,,
Merkezefendi,3,125,110,2,3,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,3100000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,140,0,12,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000,Kat İrtifakı,"Kuzey, Batı"
Merkezefendi,3,105,100,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1880000,,
Merkezefendi,3,130,115,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2890000,Kat Mülkiyeti,
Merkezefendi,4,175,160,3,11,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3675000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,5,250,230,5,9,Merkezi (Pay Ölçer),11,Uygun,Eşyalı Değil,2,İkinci El,Evet,9650000,Kat Mülkiyeti,"Kuzey, Güney, Batı"
Merkezefendi,5,215,175,4,0,Yerden Isıtma,8,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,7200000,Kat İrtifakı,
Merkezefendi,4,160,155,1,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,100,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1890000,Kat Mülkiyeti,
Merkezefendi,4,155,140,2,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,155,0,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3000000,,
Merkezefendi,4,170,160,2,25,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2260000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,145,3,13,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3100000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,95,90,4,10,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1695000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,140,3,27,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,4,200,190,3,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2170000,Kat Mülkiyeti,"Doğu, Batı"
Merkezefendi,7,260,250,3,16,Kombi,4,Uygun,Eşyalı,2,İkinci El,Evet,3600000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,195,185,4,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,120,2,3,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,İkinci El,Hayır,2990000,,
Merkezefendi,3,105,100,2,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3100000,Kat İrtifakı,
Merkezefendi,4,150,135,4,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3750000,Kat İrtifakı,
Merkezefendi,4,165,155,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,100,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2445000,Kat Mülkiyeti,
Merkezefendi,4,150,130,3,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3350000,Kat Mülkiyeti,Doğu
Merkezefendi,3,110,100,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2750000,Kat İrtifakı,Güney
Merkezefendi,3,120,110,0,20,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1349000,,
Merkezefendi,2,58,55,1,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1290000,,
Merkezefendi,4,150,140,0,0,Yerden Isıtma,5,Uygun,Eşyalı,2,Sıfır,Evet,4150000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,45,40,2,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1075000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,4,130,120,0,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2950000,Kat Mülkiyeti,
Merkezefendi,4,140,135,1,15,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Evet,2400000,Kat Mülkiyeti,
Merkezefendi,4,130,120,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3249000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,3,2,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,105,2,25,Isıtma Yok,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1350000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,65,60,4,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1280000,Kat Mülkiyeti,
Merkezefendi,4,155,145,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4350000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,4,170,150,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,200,180,4,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2650000,,"Kuzey, Güney"
Merkezefendi,4,145,130,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4350000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,125,124,5,24,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,140,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2800000,Kat Mülkiyeti,
Merkezefendi,3,120,100,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,145,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,,
Merkezefendi,4,155,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,95,87,3,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2800000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,135,120,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3700000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,195,180,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6400000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,2,50,45,0,1,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1400000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,115,100,2,0,Yerden Isıtma,3,Uygun,Eşyalı,2,Sıfır,Hayır,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,195,180,4,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5650000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,140,130,4,30,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2350000,Kat Mülkiyeti,"Güney, Doğu, Batı"
